ID,NoFloor,FloorArea(m2),TotalFloorArea(m2),ColumnArea(m2),ConcreteWallArea(NS)(m2),ConcreteWallArea(EW)(m2),MasonryWallArea(NS)(m2),MasonryWallArea(EW)(m2),StructuralDamage
623,5,158,788,2.74,1.33,0.03,0,0,0
624,4,217,867,3.62,0.12,0.08,0,0,1
625,6,265,1590,3.14,2.1,1.98,0,0,0
626,5,220,1098,3.18,1.07,1.09,0,0,1
627,5,155,776,3.08,0.23,0.2,0,0,0
628,5,120,602,2.5,0.35,0.46,0,0,0
629,6,511,3068,6.33,1.96,3.61,0,0,0
630,4,146,584,1.67,2.07,0.92,0,0,1
632,3,206,619,2.75,0.24,0.89,0,0,1
633,6,462,2775,7.61,2.35,0.8,0,0,0
634,3,108,324,2.35,0.15,0.03,0,0,0
635,4,125,501,3.4,0.96,0.57,0,0,0
636,5,374,1872,7.91,2.16,1.62,0,0,0
637,6,492,2949,11.21,0.79,0.72,0,0,0
639,4,116,464,1.6,0.23,0.04,0,0,0
641,4,138,550,2,0.37,0.6,0,0,0
642,4,157,626,1.75,0.81,0.79,0,0,1
644,5,118,588,1.95,1.17,0.43,0,0,1
645,3,124,372,3.75,0.11,0.2,0,0,0
646,6,250,1502,5.11,0.82,1.39,0,0,0
648,3,108,324,1.7,0.1,0.19,0,0,0
649,6,438,2631,9.26,2,0,0,0,0
651,4,134,537,1.87,0.79,0.54,0,0,0
652,2,207,414,1.86,0.7,0.21,0,0,0
653,4,127,509,2.35,0.62,1.04,0,0,0
654,4,100,400,1.68,0.33,0,0,0,0
655,4,147,589,2.88,0,0,0,0,0
656,4,172,689,3.57,0.11,0.69,0,0,0
657,4,130,521,2.43,0.09,0.39,0,0,0
658,4,146,585,2.6,0.17,0.1,0,0,0
659,2,133,266,2.13,0.27,0,0,0,0
660,3,113,339,2.43,0,0.16,0,0,1
661,3,93,279,1.4,0.48,0.7,0,0,0
662,6,257,1544,3.14,1.78,1.44,0,0,0
664,4,139,557,2.14,0.64,0.02,0,0,1
666,1,77,77,0.72,0,0,0,0,1
667,1,91,91,1.51,0,0,0,0,0
668,3,1070,3210,8.71,0,2.11,0,0,1
669,4,152,607,2.78,0.31,0.19,0,0,0
670,2,337,673,5.11,0,0.75,0,0,0
671,2,681,1361,0,2.24,1.65,0,0,0
673,4,236,945,4.5,0.4,0.44,0,0,0
674,4,156,625,2.85,0.69,0.32,0,0,1
677,2,134,268,1.68,0.3,0.1,0,0,0
680,1,52,52,0.3,0.21,0,0,0,0
681,2,75,150,1.12,0.29,0.07,0,0,0
682,3,132,396,2.32,0.36,0.14,0,0,0
683,3,140,420,2.5,0.17,0.07,0,0,0
684,2,86,172,1.4,0.07,0.14,0,0,0
685,2,46,93,0,0.33,0.3,0,0,0
686,2,117,234,1.76,0.15,0.36,0,0,0
687,2,130,260,2.52,0.05,0.18,0,0,0
688,3,323,970,4.4,1.14,0.23,0,0,0
689,6,158,949,4.5,0,0,0,0,1
690,2,90,180,0.77,0.23,0.08,0,0,0
691,2,110,220,2,0.08,0.06,0,0,0
692,2,179,358,2.65,0.6,0.26,0,0,0
693,2,157,314,2.5,0.14,0.06,0,0,0
694,3,130,390,1.28,0.23,0.22,0,0,0
695,2,173,346,2,0.08,0.13,0,0,0
696,2,97,194,1.6,0.18,0.32,0,0,0
698,2,129,257,2,0.37,0.11,0,0,0
699,2,135,269,1.47,0.06,0.06,0,0,0
700,1,118,118,1.22,0.45,0.07,0,0,0
701,1,92,92,0.72,0.14,0.1,0,0,0
702,3,165,494,2.3,0.23,0.29,0,0,0
704,2,125,250,1.3,0.18,0.22,0,0,0
705,2,166,333,2.7,0.19,0.13,0,0,0
706,1,144,144,1.8,0.08,0.26,0,0,0
707,1,101,101,1.1,0,0.12,0,0,0
708,3,119,358,1.8,0.44,0.12,0,0,0
709,1,83,83,0.28,0.21,0,0,0,0
710,2,85,170,1.6,0.07,0.52,0,0,0
712,2,122,243,1.3,0.08,0.12,0,0,0
713,4,126,505,1.35,0.13,0.06,0,0,0
714,3,252,755,2.6,0.3,0.05,0,0,0
715,2,136,272,1.6,0.24,0.06,0,0,0
716,1,161,161,2.6,0.15,0.11,0,0,0
717,2,90,180,1.3,0.04,0.2,0,0,0
718,1,122,122,1.4,0.05,0.17,0,0,0
719,2,111,222,1.37,0.19,0.09,0,0,0
720,3,130,391,1.97,0.16,0.09,0,0,0
721,2,135,269,1.3,0.21,0.14,0,0,0
723,2,142,285,1.7,0.17,0.16,0,0,0
724,3,272,817,6.41,0.55,0,0,0,0
725,2,100,200,1.24,0.28,0.07,0,0,0
726,2,96,191,2.12,0.4,0.08,0,0,0
727,3,94,282,2.3,0,0,0,0,1
729,1,141,141,2.39,0.13,0.15,0,0,0
731,1,106,106,0.96,0,0.08,0,0,0
733,3,130,390,1.63,1.52,0.76,0,0,0
734,2,116,232,1.06,0.34,0,0,0,0
735,2,69,139,0.6,0.07,0.16,0,0,0
736,2,248,497,2.35,0.5,0.59,0,0,0
737,1,56,56,1.16,0.14,0.15,0,0,0
738,3,151,453,2.88,0.27,0.19,0,0,0
740,1,87,87,0.63,0.17,0.32,0,0,0
741,2,118,236,1.88,0.63,0.19,0,0,0
742,2,122,244,2,0.3,0,0,0,0
743,2,118,236,1.8,0.13,0.19,0,0,0
744,1,123,123,1.54,0,0.36,0,0,0
745,1,369,369,1.35,1.38,0.53,0,0,0
746,3,453,1360,7.66,1.13,0.08,0,0,0
747,3,242,727,4.7,1.06,0,0,0,0
748,1,53,53,0.72,0,0.17,0,0,0
750,2,110,220,1.1,0,0,0,0,0
751,2,150,300,1.2,0,0.24,0,0,0
752,2,95,190,1.1,0,0.13,0,0,0
753,2,95,190,1.2,0,0.18,0,0,0
754,2,147,294,0.96,0.05,0,0,0,0
755,2,77,154,0.65,0.03,0,0,0,0
756,4,429.75,1719,3.29,4.4,0.37,0.58,1.005,0
757,1,376,376,5.61,0,0,0,0,0
758,3,413.666666666667,1241,4.3,0,0.41,1.241,0.955,0
759,3,648.666666666667,1946,3.47,4.44,13.51,1.393,1.276,0
761,1,902,902,6.46,0,0,0,0,0
762,3,343.666666666667,1031,7.61,0,1.68,1.072,2.133,0
763,3,511.666666666667,1535,7.55,0.6,1.66,1.241,0.794,0
764,3,414.666666666667,1244,5.21,0,0,1.244,0.871,0
765,2,253.5,507,3.13,0,0,1.317,1.064,0
766,4,420.5,1682,6.27,0,0,0.841,1.514,0
767,1,502,502,4.32,0,0,0,0,0
768,1,256,256,2.16,0,0,0,0,0
769,2,638.5,1277,5.41,0,0,1.277,1.661,0
770,2,436.5,873,4.86,0,0,0.611,1.309,0
772,1,604,604,6.98,0,0,0,0,0
773,3,628.666666666667,1886,6.87,0,0,0.943,1.509,1
774,3,433.333333333333,1300,3.81,0,0,0.52,1.3,1
775,3,413.666666666667,1241,3.92,0,0.35,0.993,1.015,0
776,3,345.666666666667,1037,3.54,0.18,0,0.961,0.83,0
777,3,124.666666666667,374,1.5,1.05,0,0.259,0.3,0
778,3,339.333333333333,1018,4.72,0,0,0.713,0.916,0
779,3,285.333333333333,856,4.2,0,0,0.941,0.77,0
781,4,128,512,1.35,2.7,3.6,0,0.233,0
782,4,249.25,997,2.04,2.49,3.6,0,0,0
785,3,159.666666666667,479,1.5,4.77,1.68,0.26,0.284,0
786,3,653.666666666667,1961,8.69,0,6.97,0.588,1.073,0
787,5,193.2,966,1.8,3.4,4.62,0,0,0
788,5,193.2,966,1.8,3.4,4.62,0.074,0.302,0
790,4,162.5,650,3.36,0,0,0.39,0.845,0
791,4,298.5,1194,4.93,0.63,6.54,0.564,1.345,0
792,3,336.666666666667,1010,3.8,4.68,8.07,0,1.123,0
793,3,283,849,5.31,4.68,6.1,0,1.034,0
794,3,169.333333333333,508,3.9,0,0,0,0.305,0
795,2,195,390,2.33,0,0,0.429,0.429,0
796,4,870.75,3483,4.03,5.15,9.51,1.123,1.286,0
797,2,415.5,831,3.96,0,0,0.499,0.831,0
798,3,566.666666666667,1700,1.12,0.23,7.12,1.47,0.872,0
800,1,328,328,4.08,0,1.2,0,0,0
801,1,211,211,1.8,0,1.8,0,0,0
802,4,129.5,518,2.3,0,0,0.207,1.397,1
803,6,441.5,2649,7.85,0,0,0.795,0.53,1
804,4,256,1024,4.32,0,0,1.229,0.41,1
805,2,898,1797,6.21,0,0,0,0.949,1
806,1,577,577,2,0,0,0,0.168,0
808,2,155,310,1.4,0,0,0.102,0,0
809,3,96,287,0.74,0,0,0.374,0.174,1
810,2,146,291,0.63,0,0,0.22,0.301,1
811,2,224,449,0.75,0,0,0.255,0.36,0
813,2,170,340,1.16,0,0,0.57,0.309,1
814,2,294,587,2.61,0,0,0.435,0.212,0
815,1,253,253,2.33,0,0,0.165,0.119,1
816,2,278,555,3.23,0,0,0,0.392,0
817,3,279,838,3.26,0,0,0.832,0.233,1
819,2,129,258,0.41,0,0,0.301,0.622,0
820,2,322,645,2.99,0,0,0.724,0.619,0
821,2,117,234,1.41,0,0,0.178,0.084,1
822,2,257,514,0.7,0,0,0.46,0.374,0
823,2,224,449,1.03,0,0,0.027,0.58,0
824,2,141,281,1.34,0,0,0.11,0.308,0
825,2,143,287,0.6,0,0,0.158,0.394,0
826,3,643,1934,5.72,0,0,0.652,1.028,0
827,2,93,192,1.2,0,0,0.159,0,0
828,2,165,336,1.84,0,0,0,0.186,0
829,2,115,235,1.32,0,0,0.04,0.439,0
830,4,521,2090,3.74,0,0,0.813,1.21,0
831,4,417,1672,2.51,0,0,0.646,0.698,1
832,1,397,397,4.02,0,0,0.394,0.487,0
833,2,502,1004,4.99,0,0,1.031,0.42,1
834,2,711,1422,6.66,0,0,0.695,0.352,1
835,2,225,450,4.15,0.87,0.43,0.938,0.403,0
836,3,256,769,2.92,0,0,0.58,0.217,0
837,4,444,1774,5.02,0,0,0.57,0,1
838,3,191,683,2.39,0,0,0.515,0.59,0
839,3,218,766,2.66,0,0,0.321,0,1
840,4,324,1462,5.32,0,0,0.34,0.222,0
841,2,947,1895,6.21,0,0,0,1.652,1
842,1,798,798,2.82,0,0,0,0.455,0
843,3,379,1137,2.39,0,0,0.199,0.113,0
844,2,159,318,1.27,0,0,0.189,0.247,0
845,1,356,356,2.67,0,0,0,0.242,1
846,2,223,446,0.44,0,0,0,0,0
847,3,135,404,1.42,0,0,0,0.313,1
848,2,238,476,1.86,0,0,0,0,1
849,2,162,325,1.24,0,0,0.194,0.099,1
850,3,257,770,0.93,0,0,0,0,1
851,2,564,1129,3.51,0,0,0,0.22,1
852,2,338,676,2.94,0,0,0.35,0,0
853,3,136,407,1.34,0,0,0.208,0,1
854,1,288,288,4.22,0,0,0,0,0
855,2,233,466,3.8,0,0,0,0.553,0
856,3,233,700,3.8,0,0,0,0.553,0
857,2,85,170,0.47,0,0,0.183,0.082,0
858,2,74,149,0.51,0,0,0.145,0,1
859,1,213,213,1.98,0,0,0.085,0.357,0
860,2,73,145,0.63,0,0,0.379,0.004,1
861,2,90,180,0.6,0,0,0.331,0.058,1
862,2,270,540,1.03,0,0,0.282,0.422,1
863,1,172,172,0.81,0,0,0.059,0,0
867,12,1009,12109,17.61,5.41,5.41,0,0,0
868,3,211,632,3.79,0,0,0,0.363,1
869,3,228,683,1.53,3.73,0,0.744,0,0
870,3,246,739,2.14,3.73,0,0.535,0,0
871,2.5,179,447,1.27,0,0,0,0.271,0
872,2,202,405,1.45,0,0,0,0,1
873,3,117,351,1.27,0,0,0.28,0,0
874,2.5,147,367,1.04,0,0,0.106,0,0
875,4,804,3216,7.05,0,0,2.141,1.585,0
876,4,193,771,2.15,0,0,0,0.011,0
877,3,493,1479,2.5,0,0,0.181,1.302,0
878,3,381,762,3.5,0,0,0,0.116,1
880,4,193,578,3.92,0,0,0.248,0.16,0
882,2,967,1934,4.65,0,0,2.753,2.827,0
884,2,251.5,503,1.25,0,0,0.316,0.67,0
885,0.5,1086,1086,6.7,0,0,0.605,0.809,1
886,2,293,586,0.65,0,0,0.191,0.174,0
888,2,110.5,221,1.94,0,0,0.108,0.538,0
889,2,130,260,0.07,0,0,0.113,1.819,1
890,2,133.5,267,1.2,0,0,0.279,0.428,0
891,2,66.5,133,0.6,0,0,0.215,0.192,1
892,2,254,508,0.11,0,0,0.372,0.549,1
893,2,175,350,0.23,0,0,0.521,0.614,1
894,5,337.2,1686,3.91,0,0,0.623,0,1
895,2,60,120,0.47,0,0,0.214,0.279,1
896,0.5,101,101,1.35,0,0,0.223,0.567,0
897,2,149.5,299,0.62,0,0,0.298,0.217,1
898,2,66,132,1.15,0,0,0.181,0.047,0
900,2,251,502,1.08,0,0,0.358,0.482,0
901,1,181,181,0.89,0,0,0.206,0.221,0
902,2,127,254,0.29,0,0,0.259,0.488,1
903,2,188.5,377,1.3,0,0,0.416,0.076,1
904,3,62.3333333333333,187,0.77,0,0,0.307,0.53,0
905,1,299,299,0.93,0,0,0.586,0.512,0
906,2,39,78,0.36,0,0,0.186,0.084,0
907,6,1038.5,6231,8.77,4.74,2.42,0.549,0.791,1
909,2,563.5,1127,3.41,0,0,0.725,0,0
911,2,257,514,0.77,0,0,0.192,0.174,0
912,2,691,1382,1.53,0,0,0.305,0.564,0
913,2,196.5,393,1.65,0,0,0.465,0.344,0
914,3,282.666666666667,848,2.68,0,0,0.465,0.109,0
915,2,118.5,237,0.42,0,0,0.126,0.03,1
916,3,63.6666666666667,191,0.71,0,0,0.595,0.102,0
917,3,167.333333333333,502,2.33,0,0,0.251,0.558,0
918,3,452,1356,3.26,0,0,0.512,0.567,0
919,2,1047.5,2095,4.81,0,0,0.227,0.442,0
920,3,608.333333333333,1825,3.96,0,0,0.261,0.5,0
921,4,530,2120,3.75,0,0,0.149,0.907,0
922,2,792,1583,6.22,0,0,0,1.389,1
923,1,160,160,0.28,0,0,0,0.536,0
924,1,419,419,3.98,0,0,0,0.434,1
925,1,531,531,4.76,0,0,0.484,1.212,0
926,1,419,419,3.98,0,0,0,0.434,1
927,3,134,402,2.93,0,0,0,0.446,0
928,2,327,654,2.88,0,0,0,0.682,0
931,2,137,274,1.4,0,0,0.034,0.282,0
933,2,62,134,0.84,0,0,0,0.059,1
934,2,185,370,1.4,0,0,0.439,0.107,0
935,2,99,203,0.28,0,0,0.107,0.107,0
936,1,1453,1453,2.6,0,0,0,0,1
937,2,103,207,2,0,0,0,0.112,0
938,2,423,423,2.87,0,0,0,1.011,0
941,2,87,180,0.12,0,0,0.483,0.995,0
942,2,46,96,0,0,0,0.295,0.147,1
943,3,249,751,4.09,0,0,0.512,1.256,0
944,2,47,99,0,0,0,0.323,0.271,0
945,2,110,226,1.62,0,0,0.065,0.081,1
946,3,127,386,0.77,0,0,0.961,0.341,1
948,2,76,157,0.19,0,0,0.446,0.112,1
950,2,95,190,0.37,0,0,0,0.174,1
951,2,123,245,0.3,0,0,0.105,0.288,0
952,3,81,244,1.65,0,0,0,0,1
953,8,1260,10083,2.6,12.18,11.91,0,0,0
954,2,98,196,0.17,2.2,2.54,0,0,0
955,3,280,839,2.23,0,0,0.335,0.423,0
956,2,146,292,0.64,0,0,0.047,0,1
957,3,76,256,0.53,0,0,0,0,1
958,2,199,398,0.39,0,0,0.184,0,1
959,2,284,622,3.97,0,0,0.744,0,0
960,4.5,339,1721,7.53,0,0,0.545,0,0
961,5,941,4703,24.56,0,0,0.471,0.738,0
962,3,121,364,1.67,0,0,0,0,1
963,5,831.2,4156,8.65,0,0,1.874,2.491,1
964,6,1448,8688,12.58,0,0,2.926,3.01,0
965,6,1448,8688,12.58,0,0,2.926,3.01,0
967,6,1448,8688,12.58,0,0,2.926,3.01,0
968,10,1734.4,17344,17.53,0,0,6.703,4.008,0
969,3,711.666666666667,2135,7.07,0,0,2.897,1.409,1
970,5,142.8,714,2.42,0,0,0.742,0.706,1
971,5,142.8,714,2.42,0,0,0.742,0.706,0
972,5,142.8,714,2.42,0,0,0.742,0.706,0
973,5,142.8,714,2.42,0,0,0.742,0.706,0
974,5,142.8,714,2.42,0,0,0.742,0.706,0
975,5,142.8,714,2.42,0,0,0.742,0.706,0
976,5,142.8,714,2.42,0,0,0.742,0.706,0
980,5,142.8,714,2.42,0,0,0.742,0.706,0
981,5,142.8,714,2.42,0,0,0.742,0.706,1
982,5,142.8,714,2.42,0,0,0.742,0.706,0
983,5,142.8,714,2.42,0,0,0.742,0.706,0
984,5,142.8,714,2.42,0,0,0.742,0.706,0
985,5,142.8,714,2.42,0,0,0.742,0.706,0
986,5,142.8,714,2.42,0,0,0.742,0.706,0
987,5,142.8,714,2.42,0,0,0.742,0.706,1
988,5,142.8,714,2.42,0,0,0.742,0.706,1
990,5,142.8,714,2.42,0,0,0.742,0.706,1
991,5,142.8,714,2.42,0,0,0.742,0.706,0
992,5,142.8,714,2.42,0,0,0.742,0.706,0
993,5,142.8,714,2.42,0,0,0.742,0.706,0
994,4,1014,4056,9.53,0,0,1.242,1.425,0
995,5,994.4,4972,10.24,0,0,1.519,1.96,0
996,7,880.142857142857,6161,9.75,0,0,2.174,1.682,0
997,7,880.142857142857,6161,9.75,0,0,2.174,1.682,0
999,5,744.2,3721,6.72,0,0,1.225,1.177,0
1000,1,1279,1279,6.07,0,0,0.8,1.009,0
1001,3,2347.66666666667,7043,16.97,0,0,6.477,5.45,0
1002,5,4878.2,24391,40.68,1.45,6.28,15.627,13.404,0
1003,2,954.5,1909,8.69,0,0,2.172,3.249,0
1004,1,113,113,1.28,0,0,0,0,0
1005,8,1109.875,8879,11.42,0,3.22,1.538,2.058,0
1006,8,1109.875,8879,11.42,0,3.22,1.538,2.058,0
1008,8,822.5,6580,12.72,0,0,3.668,1.429,0
1009,8,822.5,6580,12.72,0,0,3.668,1.429,0
1010,8,822.5,6580,12.72,0,0,3.668,1.429,0
1011,5,1077.6,5388,11.76,0,0,4.315,1.087,1
1012,5,1077.6,5388,11.76,0,0,4.315,1.087,1
1013,5,1077.6,5388,11.76,0,0,4.315,1.087,1
1014,5,1077.6,5388,11.76,0,0,4.315,1.087,1
1015,5,1077.6,5388,11.76,0,0,4.315,1.087,1
1017,5,1077.6,5388,11.76,0,0,4.315,1.087,0
1019,4,432.75,1731,4.19,0,0,1.191,0.588,1
1021,4,432.75,1731,4.19,0,0,1.191,0.588,1
1022,4,432.75,1731,4.19,0,0,1.191,0.588,1
1023,2,1324.5,2649,14.48,0,0,1.877,1.877,0
1024,2,1324.5,2649,14.48,0,0,1.877,1.877,0
1026,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1027,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1028,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1029,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1030,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1031,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1032,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1033,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1035,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1036,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,1
1037,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1038,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1039,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,1
1040,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1041,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1043,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1044,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1045,6,363.166666666667,2179,5.25,1.64,2.35,1.038,2.204,0
1046,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,1
1047,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1048,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1051,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1052,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1053,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1054,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1055,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1056,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1057,6,323.5,1941,5.49,0.71,1.52,0.956,2.141,0
1058,6,298.833333333333,1793,4.66,0.93,1.96,0.922,1.723,1
1059,6,298.833333333333,1793,4.66,0.93,1.96,0.922,1.723,1
1060,6,298.833333333333,1793,4.66,0.93,1.96,0.922,1.723,1
1061,6,298.833333333333,1793,4.66,0.93,1.96,0.922,1.723,0
1062,6,298.833333333333,1793,4.66,0.93,1.96,0.922,1.723,0
1063,6,298.833333333333,1793,4.66,0.93,1.96,0.922,1.723,0
1065,6,298.833333333333,1793,4.66,0.93,1.96,0.922,1.723,0
1066,6,287.166666666667,1723,4.01,1.55,2.31,0.889,1.78,0
1067,6,287.166666666667,1723,4.01,1.55,2.31,0.889,1.78,0
1068,2,625.5,1251,6.29,0,0,0.909,0.947,0
1069,2,625.5,1251,6.29,0,0,0.909,0.947,0
1070,2,625.5,1251,6.29,0,0,0.909,0.947,0
1071,6,176.333333333333,1058,2.58,0,0,0.75,0.448,0
1072,6,176.333333333333,1058,2.58,0,0,0.75,0.448,0
1074,6,176.333333333333,1058,2.58,0,0,0.75,0.448,0
1075,3,686.333333333333,2059,11.05,0,0,1.599,1.283,0
1076,3,686.333333333333,2059,11.05,0,0,1.599,1.283,0
1078,3,686.333333333333,2059,11.05,0,0,1.599,1.283,0
1080,10,418,4180,6.21,0,2.1,0,0,1
1081,7,707,4949,10.5,0.525,2.9,0.3192,0.2376,1
1083,7,662,4631,5.46,6.175,1.5,0.1384,0.212,1
1085,6,259,1555,2.62,1.875,0,0.66,0.062,1
1086,7.5,261,1898,5.52,0,1,0.249,0.146,1
1087,8,563,4502,3.965,1.75,3.5,0.3456,0.1696,1
1088,2.5,520,1300,5.5625,4.41,0.9,0,0,0
1089,7,591,4227,5.845,4,4.125,0.0735,1.28475,1
1090,5,243,1215,0,7.94,7.57,0,0,0
1091,14,367,5143,2.23,1.55,8.84,0,0,1
1092,15,172,2574,0,8.65,1.94,0.027,0.204,1
1093,7,294,2061,3.41,2.7,0.85,0.1,0.3,0
1094,4,483,1930,6.48,7.68,3,0.592,0.2,0
1095,11,297,3272,0,17.52,3.76,0,0,1
1096,8,335,2682,4.03,3.175,6.26,0.182,0.55,0
1097,6,256,1536,2.665,3.125,3.08,0.229,0.0846,1
1098,7,1148,8039,6.18,6.99,10.49,0,0,0
1099,6,600,3600,5.79,5.69,2.76,0.32,0.3,0
1100,8,387,3094,0,9.3,15,0,0,0
1102,12,669,8028,9.685,5.02,4.2,0.42,0.3375,0
1103,12,962,11544,14.89,5.1,2.25,0,0,1
1104,5.5,415,2285,4.78,2.375,0.575,0,0,0
1105,7,245,1835,5.7675,0.555,1.83,7.32,0.32,0
1106,6,410,2460,6.755,0.925,1.7,0.282,0.2265,0
1107,3,245.7,737.1,3.8,0,0,0.118,0.664,1
1108,7,264.42,1806,4.345,0.875,0,0.084,0.27,0
1109,5,323,1616,4.725,0,1.44,0.04,0.526,0
1110,16,538,8600,5,9,5,0.335,0.128,0
1111,5.5,672,3699,7.05,0.81,1.2,0.1035,0.47775,1
1112,11.5,630,7245,7.615,0.3875,2.25,0.681,0.105,1
1113,7.5,669,5281,13.04,4.075,3.69,0.76,0.06,1
1114,7.5,646,4846,14.08,0,1,0.75375,0.699,1
1115,7,638,4468,7.28,0,2,0.77,0.1635,1
1117,7.5,520,4055,7.44,2.68,2.16,1.64,0.12,1
1118,6.5,428,2780,6.48,0,1.75,0.375,1.4375,1
1119,6,384,2301,3.36,0.75,2.25,0,0.28,1
1120,6,160,960,2.2525,1.275,2.325,0.154,0.264,1
1121,5,585,2926,0,18.4,9.68,0.324,0,0
1122,2,631,1261,10.35,5.005,0.861,0,0,0
1123,4.67,306,1429,5.82,5.86,3.195,0,0,0
1124,4,170,679,3,0,1.1875,0.105,0.1155,1
1125,6,167,1002,3.14,3.2,1.85,0,0,0
1126,7,290,2031,5.18,1.5,2.375,0.14,0.112,0
1127,9,256,2303,0.5,3.82,15.28,0.12,0,0
1130,6,261,1567,1.005,3.255,2.125,0.144,0.294,1
1131,6,697,4185,4.3,5.4,4.8,0,0,1
1132,5,364,1819,3.33,2.8,4.35,0.326,0.615,0
1134,15,566,8489,1.04,18.64,18.48,0,0,1
1135,12,698,8375,2.07,10.11,8.64,0,0,1
1136,11,691,7603,11.22,4.3,3.48,0.06,0,1
1137,5,556,2781,3.57,4.05,3.9,0,0.11,0
1138,8,497,3977,3.255,3.7575,0,0,0,0
1139,7,684,4788,12.8,0,0,0.102,0.294,1
1140,7,240,1838,4.08,0.425,2.3375,0.255,0.66,0
1141,6,709,4221,6.42,3.255,4.375,0.63,0.24,1
1142,7,542,3791,4.86,1.2,1.2,0.21,0,1
1143,3,742,2226,6.78,10.8,3.06,0,0,0
1144,6,270,1620,3.08,0.875,3.16,0.33,0.255,1
1145,6,418,2508,0,4.6,4.9,0,0,0
1147,15,345,5175,0.99,20.35,1.25,0,0.08,1
1148,5,110,550,1.83,2.855,0.24,0.16,0.1,0
1149,6,312,1872,1.9325,2.15,0.69,0.486,0,1
1150,9,217,1953,2.665,0.9,2.05,0,0.135,0
1152,9,579,5204,0,3.95,10.765,0.6,0.3,1
1153,5,308,1540,5.45,1.25,0.68,0,0,1
1154,6,459,2754,3.565,1.815,2.31,0.16,0.12,1
1155,8,665,5301,13.66,8.7,3.05,0.656,1.57,1
1157,9,852,7542,11.16,4.95,4.6,0,0,1
1158,13,775,9686,6.33,10.06,3.56,0,0,1
1159,13,775,9686,6.33,10.06,3.56,0,0,1
1160,8,775,6006,6.33,10.06,3.56,0,0,1
1161,13,775,9686,6.33,10.06,3.56,0,0,1
1162,6,155,932,2.04,0.9,1.08,0,0,0
1163,11,501,5487,2,10.42,15.48,0,0,1
1165,8,494,3952,5.485,0,2.95,0,0.36,1
1166,14,750,10500,7.36,7.6,2.85,0.4,0.48,1
1168,7.5,409,3023,6.95,1.975,1,0,0,1
1169,6.5,712,4627,12.96,1.94,2.59,0,0.135,1
1170,7,366,2559,7.35,1.9,0,0.1825,0.2905,1
1171,7,579,4017,9.32,0.8,1.625,1.14,0.365,0
1172,5,572,2860,7.75,0.9,4.91,0.81,0.24,1
1173,7,245,1701,3.115,1.85,0.9,0,0.4,1
1174,11,403,4433,6.42,2.7,0.85,0.38,0.56,0
1175,7.5,490,3417,7.2,0.64,0.88,0,0.81,1
1177,7.5,317,2422,6.63,0.49,0.45,0.256,0.238,1
1178,7.5,604,4903,11.45,1.35,0.5,0.094,1.544,1
1179,7.5,657,4620,8.2,1.35,0.5,0.12,1.41,1
1180,6,615,3575,5.28,2.82,1.56,0,0,1
1181,6,249,1494,2.64,0.73,1.55,0.148,0.45,1
1182,5,504,2520,0,17.48,9.88,0,0,0
1183,5,376,1880,0,13.76,10.72,0,0,0
1184,3,417,1252,6.3,0,0,0.774,0,0
1186,9,408,3672,6.73,1.95,3.49,0,0,1
1187,10,755,7548,9.24,2.25,4.875,0.964,0.376,0
1188,11.5,489,5618,11.0925,2.325,1.3,0.139,0.1755,0
1189,6,717,4300,1.96,4.175,8.7875,0.104,0.18,1
1190,8.5,347,2966,3.68,2.4375,3.9375,0.323,0.405,1
1191,6,349,2094,5.75,1.7375,0,0.208,0.05,1
1192,11,395,4341,6.245,2.825,1.3125,0.4913,0.4811,0
1193,10,576,5760,10.875,0.975,1.95,0.252,1.056,1
1194,8,306,2483,6.395,0.95,0,0.499,0,1
1195,14,434,6081,4.225,6.8625,1,0,0,1
